nome_processo,"Ecotoxicity, freshwater impact","Human toxicity, cancer impact",Climate change impact,"Human toxicity, non-cancer impact","Resource use, fossils impact","Resource use, minerals and metals impact",Water use impact,Land use impact,"Eutrophication, freshwater impact",EF-particulate Matter impact,Photochemical ozone formation - human health impact,Acidification impact,"Eutrophication, terrestrial impact",Eutrophication marine impact,Ozone depletion impact,"Ionising radiation, human health impact",categoria
Aggregated inputs for Maize middlings production,9.514777145339406e-05,3.8740064410002553e-07,1.627059356229388e-06,2.161953376952882e-06,1.5099812190729396e-06,2.3690926053961638e-07,1.9655139994824673e-05,3.022279255014503e-06,2.4138503455766326e-06,1.9102256209976923e-06,3.240163091498799e-06,6.410634814600129e-06,5.334868304579159e-06,3.3880993612796474e-06,1.3627049152092852e-05,2.0944481061163277e-06,Agricoltura & cereali
Aggregated inputs for Maize flour production,0.00010474285683045273,4.34632104645711e-07,1.8426800202219856e-06,2.3986163228114134e-06,1.716405201872927e-06,2.7347113364057767e-07,3.319251195452335e-05,3.686903238829736e-06,2.6930363345821257e-06,2.0820841862115337e-06,3.658211238136682e-06,6.88467370274489e-06,5.753602174925096e-06,3.8263336162204125e-06,1.5880714333687515e-05,2.4503403001393604e-06,Agricoltura & cereali
"Treatment of decommissioned wood fishing vessel, 15 m, 12 t",1.1407973253706581e-06,9.259014199452415e-07,3.8095856136387638e-06,3.769516708536933e-06,9.751890188394051e-06,4.0674910707846074e-05,-9.97569274587484e-07,7.982599148796132e-08,1.488843944173016e-08,4.498145454708831e-06,2.649931197563751e-06,6.50102174477277e-06,1.3437252312866318e-06,1.6479379851649305e-07,6.162435447775828e-07,2.250465142949949e-05,Pesca & acquacoltura
Aggregated inputs for Crude soybean oil (solvent) production,0.0002287974549753864,1.354014406080541e-06,2.20715709933128e-05,8.152656164377635e-06,3.1359460947362517e-06,3.611920911382733e-07,1.7915484005355418e-05,1.7714239580259342e-06,1.0344538682109513e-05,4.833722323431601e-06,8.477996625258534e-06,1.4349040556013188e-05,1.2036606183536226e-05,4.38943732298592e-06,5.081082617038756e-06,1.5888867386332597e-06,Agricoltura & cereali
Aggregated inputs for Soybean meal (solvent) production,0.00023045316741729963,1.3519037394686536e-06,2.3425348556087835e-05,8.19787964269487e-06,3.1258369019712483e-06,3.722950555478064e-07,1.994849186745502e-05,2.338975559102075e-06,1.0815481293891484e-05,4.770943008874501e-06,8.491033692509642e-06,1.4096708315231587e-05,1.1744094044344877e-05,4.439985897705338e-06,7.238517258780767e-06,2.5551871333937754e-06,Agricoltura & cereali
Aggregated inputs for Soybean hulls (solvent) production,0.0002304628925728245,1.3533938840256252e-06,2.344672730681528e-05,8.201235587854028e-06,3.135321868186172e-06,3.7316966526185156e-07,1.9949475060931438e-05,2.3391989766052106e-06,1.0821733652471641e-05,4.7722330436375595e-06,8.500420740292583e-06,1.4102233444633043e-05,1.1747566224303657e-05,4.441554387065334e-06,7.238087556679484e-06,2.5399939676020592e-06,Agricoltura & cereali
Aggregated inputs for Soybean expeller (pressing) production,0.0002304327863967181,1.3502163782802702e-06,2.3439565420315258e-05,8.198179971043598e-06,3.09928136638274e-06,3.7287914544017063e-07,1.9960999975683643e-05,2.337117560899506e-06,1.0812756161838976e-05,4.77283901412834e-06,8.492614364608521e-06,1.4091830910509329e-05,1.17450444055943e-05,4.4400340272806565e-06,7.238073133084394e-06,2.536033473796578e-06,Agricoltura & cereali
Aggregated inputs for Starch potato production,7.712249827340975e-05,6.860287838815947e-07,2.9979268463618875e-06,2.1155319197245056e-06,4.748353029311508e-06,3.23455885025102e-06,4.879855467175366e-06,1.6196795888521806e-06,1.6372098680159521e-06,2.346577216189286e-06,4.633924601804282e-06,1.1367848464023059e-05,8.894299363484488e-06,1.5895386423124308e-06,6.961552518360773e-05,6.805911229661235e-06,Agricoltura & cereali
"Aggregated inputs for Broad bean, hulls production",1.8089594281854317e-05,9.764557117954886e-08,4.4916473640080853e-07,7.141610517763336e-07,1.69695335492782e-07,1.281389717317115e-08,3.9512412244051804e-07,1.9007091551763012e-06,5.830520324603906e-07,1.973446125201647e-07,4.613882351858474e-07,3.8814218237758506e-07,3.5767071050622636e-07,4.401773718517713e-07,3.7901322768411406e-07,1.6035420908465213e-07,Agricoltura & cereali
"Aggregated inputs for Broad bean, meal production",1.8089594281854317e-05,9.764557117954886e-08,4.4916473640080853e-07,7.141610517763336e-07,1.69695335492782e-07,1.281389717317115e-08,3.9512412244051804e-07,1.9007091551763007e-06,5.830520324603906e-07,1.973446125201647e-07,4.613882351858474e-07,3.8814218237758506e-07,3.5767071050622636e-07,4.401773718517713e-07,3.7901322768411406e-07,1.6035420908465213e-07,Agricoltura & cereali
"Passenger car production (medium, gasoline)",1.2808018420065846e-06,1.6636508755155026e-06,2.1281557236104027e-06,4.4575201497661944e-07,4.482458404366313e-06,3.792814705071345e-05,4.456216123463592e-07,3.083427526813413e-08,1.412497835953801e-08,9.66181722402893e-07,1.9265032744078433e-06,2.7919100303975385e-06,1.1111728079125118e-06,1.5061709456300734e-07,4.0542617705736504e-08,7.73647659361137e-06,Trasporti & veicoli
Aggregated inputs for Wheat bran (dry milling) production,3.275966165532354e-05,5.373361403362597e-07,1.4165724951024495e-06,2.019359890422417e-06,1.2435246990930563e-06,1.8961055253207368e-07,1.770387434909107e-06,3.261967991484774e-06,1.7052190199097412e-06,1.3920595518076155e-06,2.3898265421463515e-06,4.6124209949902575e-06,3.840654967040196e-06,2.9004045818909925e-06,8.061738658669659e-06,6.381313745318059e-07,Agricoltura & cereali
"containerboard production, fluting medium, semichemical",1.874710688676574e-07,2.0828593114709802e-07,3.0456813334692197e-07,9.165814830952915e-08,4.193535544127373e-07,4.1253157515200144e-07,7.963065554200075e-07,1.0637817552640916e-06,6.893875477451253e-08,4.324784401358607e-07,3.3788656591669076e-07,2.220903815806787e-07,1.3655899789646962e-07,1.7895054816973366e-08,3.495697862638946e-06,8.776761379111623e-07,Metalli & minerali
graphic paper,5.628747394478445e-07,1.9842710755611845e-07,6.404511932086935e-07,1.0990509518461545e-07,1.2603835108699273e-06,6.024156823733205e-07,-0.00013884417523853145,1.8323685653426232e-06,1.590475327223331e-07,3.412941688373154e-07,6.189820192207194e-07,8.552127690532057e-07,3.580122494252715e-07,7.014843486483059e-08,9.315342542941079e-06,4.61263641008107e-06,"Carta, legno & imballaggi"
"Aggregated inputs for Pea, starch (from protein-isolate) production",4.12033560820428e-05,1.078324431901475e-07,4.4057646731314643e-07,6.124945992913885e-07,4.6383911954597593e-07,7.27675148684963e-08,4.404425919074093e-06,1.9027672306395975e-06,6.308289069274963e-07,2.787772256312806e-07,7.259926391381542e-07,7.240015460695143e-07,6.01554066110765e-07,5.942857072959451e-07,5.543449876230261e-06,1.357791496198184e-06,Agricoltura & cereali
fur,8.031043096247973e-05,1.0493529640131067e-06,5.053511318912847e-06,3.065772344027602e-06,2.6879845346652605e-06,4.130634665664017e-06,2.1899540946198637e-05,2.463557877071495e-06,4.399841624280431e-06,1.267437427703912e-05,6.163063420585448e-06,5.5780636282050355e-05,4.591228265626895e-05,8.538560557763802e-06,2.8416873887424708e-05,1.3144031204960112e-06,Zootecnia & prodotti animali
"Aggregated inputs for Pea, starch (from protein-concentrate) production",4.028819908548728e-05,9.5492283750298e-08,3.599810696933272e-07,5.932884929269791e-07,2.457439312748491e-07,5.904575115856864e-08,3.376476185578057e-06,1.8575694699379201e-06,6.151455282960596e-07,2.4305383259642615e-07,6.443902129120565e-07,6.084063519918414e-07,5.468227163565881e-07,5.759444434117976e-07,5.321063759735965e-06,2.785820963170234e-07,Agricoltura & cereali
"Aggregated inputs for Pea, protein-concentrate production",4.028819908548728e-05,9.5492283750298e-08,3.599810696933272e-07,5.932884929269791e-07,2.457439312748491e-07,5.904575115856864e-08,3.376476185578057e-06,1.8575694699379201e-06,6.151455282960596e-07,2.4305383259642615e-07,6.443902129120565e-07,6.084063519918414e-07,5.468227163565881e-07,5.759444434117976e-07,5.321063759735965e-06,2.785820963170234e-07,Agricoltura & cereali
Aggregated inputs for Oat grain peeled production,1.3577448750551532e-05,3.1864241543124763e-07,1.4388834652004084e-06,1.7762815342984412e-06,1.1164406979390971e-06,1.6924029607851502e-07,4.322499825708274e-05,3.173587247083226e-06,1.3555386064828073e-06,9.633303660266023e-07,2.3285816581162538e-06,2.7083575575661724e-06,2.371032181469957e-06,1.9367475207279376e-06,3.0788795998991213e-06,7.276425866181633e-07,Agricoltura & cereali
Aggregated inputs for Oat husk meal production,1.3577448750551532e-05,3.1864241543124763e-07,1.4388834652004086e-06,1.7762815342984412e-06,1.1164406979390971e-06,1.6924029607851502e-07,4.3224998257082734e-05,3.173587247083226e-06,1.3555386064828073e-06,9.633303660266023e-07,2.3285816581162538e-06,2.7083575575661724e-06,2.371032181469957e-06,1.9367475207279376e-06,3.0788795998991217e-06,7.276425866181633e-07,Agricoltura & cereali
Aggregated inputs for Pea production,6.107700941200489e-05,3.848905250907151e-07,1.367942945973415e-06,1.3956927181961988e-06,2.141429858697237e-06,7.226854614026995e-07,6.6211856745244054e-06,2.70360299537294e-06,1.2424112166152085e-06,1.0645096257538684e-06,2.8273409016065176e-06,4.3715901944471584e-06,3.4307439447425504e-06,9.282384715492666e-07,7.831306274808881e-05,3.04514427000816e-06,Agricoltura & cereali
Aggregated inputs for Crude rapeseed oil (pressing) production,2.9949811271449515e-05,1.9677676904832323e-07,6.90787404170986e-07,1.076461260739383e-06,3.984505116870554e-07,7.801856812194919e-08,4.3656773840194927e-07,1.5596462001705583e-06,6.422009360009027e-07,3.4083494459999447e-07,7.079818515815253e-07,1.1045905670739406e-06,9.464396424841221e-07,1.0399200893176049e-06,6.19061922512039e-06,3.2173836137900977e-07,Agricoltura & cereali
Aggregated inputs for Rapeseed expeller (pressing) production,2.9949811271449515e-05,1.9677676904832323e-07,6.90787404170986e-07,1.076461260739383e-06,3.984505116870554e-07,7.801856812194919e-08,4.3656773840194927e-07,1.5596462001705583e-06,6.422009360009027e-07,3.4083494459999447e-07,7.079818515815253e-07,1.1045905670739406e-06,9.464396424841221e-07,1.0399200893176049e-06,6.19061922512039e-06,3.2173836137900977e-07,Agricoltura & cereali
"Aggregated inputs for Pea, hulls (from meal) production",3.2791188616918394e-05,7.715348995533427e-08,2.797598182251029e-07,4.809823356256928e-07,1.989415329987969e-07,4.754202863616633e-08,2.748844574588755e-06,1.5120771368781703e-06,4.96873318932528e-07,1.9720385535863041e-07,5.193444983638105e-07,4.930438454011285e-07,4.4328129500068506e-07,4.6788589570558996e-07,4.331626874055473e-06,2.3722829434580328e-07,Agricoltura & cereali
"Aggregated inputs for Pea, meal production",3.2791188616918394e-05,7.715348995533427e-08,2.797598182251029e-07,4.809823356256928e-07,1.989415329987969e-07,4.754202863616633e-08,2.748844574588755e-06,1.5120771368781703e-06,4.96873318932528e-07,1.9720385535863041e-07,5.193444983638105e-07,4.930438454011285e-07,4.4328129500068506e-07,4.6788589570558996e-07,4.331626874055473e-06,2.3722829434580328e-07,Agricoltura & cereali
"oats, malted",7.630906516755467e-06,1.5751752116651781e-07,7.024396438546302e-07,8.237966904079523e-07,7.090759879447551e-07,5.57083793215168e-08,5.618311781666255e-05,1.7182671027292674e-06,6.29907487408783e-07,4.696945181175805e-07,9.590428507886962e-07,1.1839931997725303e-06,1.0358793236762126e-06,8.738138476755062e-07,1.5173428887949696e-06,8.553902741451136e-07,Agricoltura & cereali
"Aggregated inputs for Pea, protein-isolate production",3.004196311456544e-05,7.302294093895775e-08,2.732453151091496e-07,4.427612391793811e-07,2.2098367444710007e-07,4.53233527317808e-08,3.1372438507949915e-06,1.3862583901405221e-06,4.598365890941692e-07,1.8560595735456408e-07,4.887582704950066e-07,4.724356577113338e-07,4.135655113481229e-07,4.3010881587132275e-07,3.977925787317377e-06,4.790351290994529e-07,Agricoltura & cereali
"Gold, 24kt",3.461082284683401e-06,1.5503603690099843e-06,2.2309004677061197e-05,1.9494978953485988e-06,3.333228445489031e-05,0.0078078574644727785,2.08422596367704e-06,6.327669378571553e-08,1.998824357223957e-08,3.4814466760249615e-05,5.3895810584255335e-05,0.00011126693927187183,3.4200361860098646e-05,4.588445443557264e-06,5.020190725097984e-07,1.2382827108157593e-05,Metalli & minerali
Aggregated inputs for Crude maize germ oil (pressing) production,4.281274301323972e-05,4.943240057707241e-07,1.0194171080681632e-06,8.851306159031764e-07,1.5231107907938152e-06,1.1875016864530483e-07,2.3007564540070465e-05,1.0799684845328761e-06,1.0263806372677458e-06,8.865967682444418e-07,1.4431392394893717e-06,3.2537674752509114e-06,2.745476411252037e-06,1.5413155717122535e-06,3.94056951722796e-06,1.3705053737993985e-06,Agricoltura & cereali
Aggregated inputs for Crude maize germ oil (solvent) production,4.281880915072203e-05,4.950067015562278e-07,1.0208906548636581e-06,8.857184042180686e-07,1.5310071220040067e-06,1.1881926476289168e-07,2.30060879687944e-05,1.0803633620248764e-06,1.0280119776426264e-06,8.865446558328289e-07,1.4447367283884116e-06,3.2559232049958777e-06,2.746027031465415e-06,1.5416062407709518e-06,3.940569453332421e-06,1.3713741741566018e-06,Agricoltura & cereali
roast malt,5.815791422944405e-06,1.220331702486037e-07,5.669996761588721e-07,5.528299217371113e-07,7.816548594530831e-07,5.0409296483688205e-08,5.151975019318265e-06,1.3191655624466636e-06,5.326600889908486e-07,2.334479023213372e-07,5.609032296192926e-07,6.514231577127348e-07,5.417178591433277e-07,7.322795717678773e-07,2.0807735570446083e-06,8.880806330783971e-07,Altro
"barley, malted",5.809064704634337e-06,1.1402320660658681e-07,4.6443837964684935e-07,5.511262958614715e-07,5.497734436038157e-07,4.814417535373238e-08,5.1150153492749586e-06,1.3185991618949036e-06,5.324938356650261e-07,2.2375196149111068e-07,5.153382812730731e-07,6.110973229145571e-07,5.171037461785982e-07,7.289922319728879e-07,2.0760011163750886e-06,7.48644411379622e-07,Agricoltura & cereali
crystal malt,5.8116859885402005e-06,1.1803198529949851e-07,5.204083906943967e-07,5.518053229604922e-07,6.760716726303368e-07,4.914959466275305e-08,5.121298966387812e-06,1.3187828042819454e-06,5.325240536631825e-07,2.2838274596982865e-07,5.394713252364675e-07,6.311538454620317e-07,5.299899879164836e-07,7.307031401126039e-07,2.0765619612112836e-06,7.918587995134461e-07,Altro
"wheat, malted",6.325584407448399e-06,1.5154448068198065e-07,4.693258453328151e-07,4.25217498883676e-07,5.82444722769793e-07,6.509937117139159e-08,1.7303768243784767e-06,1.1407819196232963e-06,3.9766176279587535e-07,2.3143104018351084e-07,5.569486511888931e-07,6.907767878229332e-07,5.696248145917169e-07,6.835664843783695e-07,2.5528568620644225e-06,8.967873674619974e-07,Agricoltura & cereali
"Aggregated inputs for Pea, fibres production",2.364669904126549e-05,6.141099056936617e-08,2.4205220684768763e-07,3.4991923593527173e-07,2.3193132953128979e-07,3.724303685356063e-08,2.0617255879770456e-06,1.0908629993643067e-06,3.581884213081312e-07,1.5876138612724753e-07,4.072394003753654e-07,4.151660137021477e-07,3.3982024364403125e-07,3.3980912092025403e-07,3.1338349984394467e-06,6.576537423306182e-07,Agricoltura & cereali
"Gold, 18kt",3.471846503041989e-06,1.1959281816800526e-06,1.6773821283500876e-05,1.562490559082484e-06,2.5093837571245733e-05,0.005860192896498989,1.5640736235782674e-06,4.925182279009092e-08,1.5650080262269383e-08,2.621085034443403e-05,4.0493327390659525e-05,8.396480720807436e-05,2.567668079539673e-05,3.4448581362051603e-06,3.7669125505039763e-07,9.352656280349305e-06,Metalli & minerali
"Aggregated inputs for Lucerne, dried production",1.5126136277935482e-06,1.5544505371154416e-07,1.6065249211386265e-07,3.591944843431806e-07,1.9009464527667274e-07,1.3571242166446683e-08,3.78203241020716e-07,5.058113849727678e-07,4.3484138683297627e-07,3.309737868836607e-08,6.827738351224099e-08,1.255114075265148e-07,7.701942818438622e-08,3.2370235820277513e-07,1.6294366085494984e-07,3.470357554686624e-07,Agricoltura & cereali
Recycling of gold from electronic and electric scrap,2.748079790391818e-07,7.257880644827674e-07,9.154788652444633e-07,6.583236472982971e-07,2.0008729538576795e-06,3.955528597766618e-08,1.7369330707793895e-06,1.6948509743019833e-08,4.697333323852752e-09,1.2229821982450047e-07,5.066919653286859e-07,5.222561238811955e-07,3.3610275915687574e-07,4.46343279346973e-08,4.5443652844534657e-11,2.2449913886808732e-06,Metalli & minerali
